Business Name,Category,Description,Street,City,Phone Number,Email,Website,Image 1,Image 2,Image 3,Image 4,Image 5
Lakeview Car Sales,used car dealer,"Can someone explain to me that when I put AJS car sales into my search “looking at a car they have for sale” it comes up under Lakeview car sales, I am totally confused!🙈 …","2 Lissue Rd, Lisburn BT28 2SU",Northern Ireland,+44 7710 670120,,http://www.lakeviewcarsales.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqB5-PGk0UZe_x0I48p75_pzRPqhmGgtMh71F2dmsuJ-c9FfBmbSjCFnYdae82kaa5h-Ql29TiswH-TLjI1cz4uJPbXGalj5dZIIo4DdfW7r6b2oJpKUPFA8Niks7nyo73lbGE70g=w1600,,,,
Autoselect Used Car Supermarket,used car dealer,"Autoselect Used Car Supermarket is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","135 Armagh Rd, Newry BT35 6PU",Northern Ireland,+44 28 3083 3900,,https://www.shelbournemotors.com/autoselect,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCZNA1R32sAmpKk2OfTN52jeo-32cSV-ooQR6FqT2i9U7JNd7oTuQUK6ByNLFKVHwQZpkuU4RM1BWVhbalVYZDcRUAfs3kRd-9N2uLbdDKT2y-GdtNNmxPaGDeT36fVVMIfCLLeQ=w1600,,,,
knightsbridgecarsni,used car dealer,"knightsbridgecarsni is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","Rosevale Industrial Estate, 171, Unit 16 Moira Rd, Lisburn BT28 1RW",Northern Ireland,+44 7855 377856,,https://www.knightsbridgecarsni.co.uk/,https://lh3.googleusercontent.com/p/AF1QipPIOlLdxulTF14gZYO4brwtqrx53VlXS8ITrt6H=w1600,,,,
Parkview Autos NI Ltd,used car dealer,"Excellent Service, bought 2016 Mini from Gerard. Pleasant transaction from start to finish. He went above and beyond what is expected will definitely be using his services for car purchases in future","Birchwood, 50 Old Coach Rd, Templepatrick, Ballyclare BT39 0EX",Northern Ireland,+44 7980 449094,,http://parkviewautosni.co.uk/,https://lh3.googleusercontent.com/p/AF1QipNuo4xsYNjRvLGeR4GdKzsC0TGYx_EwEvyuDUYG=w1600,,,,
Gary Hutchinson Car Sales,used car dealer,"Gary Hutchinson Car Sales is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","19, 27 Ravenhill Rd, Belfast BT6 8DP",Northern Ireland,+44 28 9045 5670,,http://www.garyhutchinsoncars.co.uk/,https://lh3.googleusercontent.com/p/AF1QipPTZ7My4THHT50ChEtasqU7x2EiOB6raUjAusQw=w1600,,,,
Charles Hurst Usedirect / Premium Direct Newtownabbey,used car dealer,"Charles Hurst Usedirect / Premium Direct Newtownabbey is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","547 Antrim Rd, Mallusk, Newtownabbey BT36 4RF",Northern Ireland,+44 28 9083 9696,,https://www.charleshurstgroup.co.uk/usedirect/contact-us/usedirect-premium-direct-newtownabbey?utm_source=GMB&utm_medium=organic&utm_campaign=website_btn,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npHDTfYmt1S08ZV-_8O9aIGfQFUIZDvdYHohV0t75XIr8kYhKtUXahHfTlANtlwLU9blFag9LHYFTMfUHo8izrLb58Jk5cWBjRVhlIyhkGO8PEEpctPwoHaNQQoiexUMwckRFI=w1600,,,,
Top Gear Ni,used car dealer,Andrew and Paul are the consumate professionals to deal with. Always going above and beyond to ensure an exceptional level of customer service. …,"53a Ballyronan Rd, Magherafelt BT45 6EW",Northern Ireland,+44 28 7963 3011,,http://www.topgearni.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqp6YtuEepTqAFItZrXB7UZQ3G1a0mcIKUHe44G35F7V4A0LTayoJSr4vWFG6N2K0BLUnrEvn3YLRNiLOUs7HPzu_3VTotnrBv2bQCdrIOWKsRA_EUvpuywRN_tn4ebIdM7EX_LTQ=w1600,,,,
Causeway Cars,used car dealer,"Causeway Cars is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","Business Park, unit 1 Laurel Hill Rd, Coleraine BT51 3PY",Northern Ireland,+44 7591 444485,,https://www.causewaycars.co.uk/,,,,,
Charles Hurst Usedirect Belfast 27 Boucher Road,used car dealer,"Charles Hurst Usedirect Belfast 27 Boucher Road is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","27 Boucher Rd, Belfast BT12 6QU",Northern Ireland,+44 28 9038 3456,,https://www.charleshurstgroup.co.uk/usedirect/contact-us/usedirect-belfast-27-boucher-road?utm_source=GMB&utm_medium=organic&utm_campaign=website_btn,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nplDQDg9KBA1Hbu6jBMhKQ3oYpVq9cZk8Umyvcrsg05pGFJNAHxjt677d1XO48HFLmODRJ2abMmcP0LRMR0dlfGG75Jd4PRPh_gn4kxksEuJvB4OsFOQRaVwsUD1XIgiH4-3Mbn=w1600,,,,
Crawford Clarke Cars,used car dealer,"Crawford Clarke Cars is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","209 Knock Rd, Castlereagh, Belfast BT5 6QE",Northern Ireland,+44 28 9077 7777,,http://www.crawfordclarkecars.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrhzXitSYMlvEQhb3wAqeRFNnDR8c0JqiefdpHj-OCnnVCoztqLG3foM5qRckxjPdIRFvTCffG_-K-execBPf8vQjToJ8nZ_M8etUxVeMh4vYbbrnbhvpMY_ArUzi90fOj-rGHN=w1600,,,,
McWilliams Car Sales,used car dealer,Purchased an Audi from MCS recently and was delighted by the outstanding customer care from Kyle. We are delighted with the car and care received . We would highly recommend this company.,"82 Meadow Ln, Portadown, Craigavon BT62 3NJ",Northern Ireland,+44 28 3833 3337,,https://www.mcwilliamscarsales.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrwHog5E1RILhcGL2REWRJV7TFO45_Y9Gs6gH2vtwAt2sGXpTJ6inrNpvhtvqsNKIR5l1ugvQk1qXllENESedcXVBjRKrQCWRsZJJT2sRnV2SgKpdWRu7b9dSE89RIqlsIlWwZN=w1600,,,,
Pat O'Kane Car Sales,used car dealer,"Pat O'Kane Car Sales is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  In-store shopping ·  Delivery ","THE OLD FORGE GARAGE, 191A Tamnaherin Rd, Londonderry BT47 3NP",Northern Ireland,+44 28 7130 1308,,http://www.patokanecarsales.com/,https://lh3.googleusercontent.com/p/AF1QipNvUoP4TOwK-ikkJ9EXa8C5oei9WSCsgRwSqVtT=w1600,,,,
JB AUTO SALES NI,used car dealer,"JB AUTO SALES NI is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  In-store shopping ","27 Drum Rd, Cookstown BT80 8JG",Northern Ireland,+44 7594 279945,,http://www.jbautosalesni.co.uk/,https://lh3.googleusercontent.com/p/AF1QipPVhc1gbwnz7vwGlvrGUPiaPRYHmOeXqg-XKxY=w1600,https://lh3.googleusercontent.com/p/AF1QipPVhc1gbwnz7vwGlvrGUPiaPRYHmOeXqg-XKxY=w1600,https://lh3.googleusercontent.com/p/AF1QipNOGzv1qRyD9MLTGndR1oCYECAeXT5DSztszvY=w1600,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noMSSOyPKWj1ftnRD6hi_2CBl2IQhPec7YblwLMh51_Hnxtko32GNOCXdWx2HXbrf4CFHGFPnulD7b-kUMVNJ7pnA30FuJA6b-2pZxBekhbTYIvdoeQg2t53GwIVh6GEioV06UX=w1600,https://lh3.googleusercontent.com/p/AF1QipOBeQt36m8Gwwuv_8DTjK3tIHY1oACd6C0lyefZ=w1600
Spratt Vehicle Solutions,used car dealer,"Spratt Vehicle Solutions is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","Unit 2E, Altnagelvin Industrial Estate, Londonderry BT47 2ED",Northern Ireland,+44 7857 669665,,http://www.spratt-vehicle-solutions.co.uk/,https://lh3.googleusercontent.com/p/AF1QipPBOlTnoQD7CahF8Wrq6caylSTsK9CZbAIlQBsO=w1600,,,,
weonlysellusedcars.com,used car dealer,"Got an audi A4 Avant ultra sport in January. The car got a new timming belt kit installed and serviced the gearbox, all included in the deal. Plus 12 months warranty. Great service, great car. Thanks","190A Rathgael Rd, Bangor BT19 1RT",Northern Ireland,+44 7983 603203,,http://weonlysellusedcars.com/,https://lh3.googleusercontent.com/p/AF1QipNFAHNy1Sj9tGu116cENtOO8BIRce4rE82JZ2r4=w1600,,,,
Charles Hurst Usedirect / Premium Direct Dundonald,used car dealer,"Charles Hurst Usedirect / Premium Direct Dundonald is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","Quarry Corner, 788 Upper Newtownards Rd, Dundonald, Belfast BT16 1UD",Northern Ireland,+44 28 9048 0007,,https://www.charleshurstgroup.co.uk/usedirect/contact-us/usedirect-premium-direct-dundonald?utm_source=GMB&utm_medium=organic&utm_campaign=website_btn,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no47BhYbO_FpFJNlfskibFbqUGNL_LvoqDuHQShFhqw9Q7EzsF1Ad1YMkMlRGEZbzNLqka-E6Ad762HLRXGnS9yCjE4Fa-dQ6RQ4V5QzqMEGtOCHM5IFHzi1pCz8kMFSUqJjrc=w1600,,,,
sellyourcartojax.com,used car dealer,"sellyourcartojax.com is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.","39-2 Old Coach Rd, Hillsborough BT26 6PB",Northern Ireland,+44 28 9246 4646,,https://sellyourcartojax.com/,https://lh3.googleusercontent.com/p/AF1QipMK6k41qdcuTWWppW9WYifGAByXuVwd-jfDadtF=w1600,,,,
North Down Motors Ltd,used car dealer,"Bradley was amazing !! Bought my first car and he helped a lot , couldn’t recommend more !!","12 Enterprise Rd, Bangor BT19 7TA",Northern Ireland,+44 28 9145 5995,,https://www.northdownmotors.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nptlsd2Y8Ti07tazQqj4G2L1YEMpe6FoM3f7ieqQGLdIBayrlHx54fRv0-pJ9HNNT9H1WqDo10ecHAgBZyzpKpzSyqSQQyBotsQk047EAMmDd6a16pUKlFOR-3G_kcL8kRIyU_kVA=w1600,,,,
Carrigan Brothers 4 X 4 Car Sales,used car dealer,"Carrigan Brothers 4 X 4 Car Sales is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.","576 Sligo Rd, Enniskillen BT93",Northern Ireland,+44 28 6638 6230,,http://www.carriganbrothers.com/,https://lh3.googleusercontent.com/p/AF1QipOu_bXjbjaCgOf1vAq21yNBMXT88irCO0skcbMw=w1600,,,,
Ballylisk Car Sales,used car dealer,"Great family business, whether your car needs serviced or changed, always friendly and eager to help. Have been buying cars here for over 25 years would highly recommend.","133 Portadown Rd, Tandragee, Craigavon BT62 2JX",Northern Ireland,+44 28 3884 0268,,https://www.ballylisk.co.uk/,https://lh3.googleusercontent.com/p/AF1QipOF-IRUMe6wtm7Ngu__PclstJXaxDvY1XQlKVxq=w1600,,,,
Greg Mitchell Motors,used car dealer,Brilliant service from the boys at Greg’s yard. Was in need of a car to get me home and they were a great help in getting me sorted. …,"298 Melmount Rd, Victoria Bridge, Strabane BT82 9JG",Northern Ireland,+44 28 8165 9966,,http://www.gregmitchellmotors.com/,https://lh3.googleusercontent.com/p/AF1QipNFGiBRNmhVxnv3X2kD--RFWt1qzykN6_Ecl5wF=w1600,,,,
K2 Cars NI,used car dealer,"K2 Cars NI is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","Co Tyrone, 24A Dromore Rd, Omagh BT78 1QZ",Northern Ireland,+44 28 8299 0159,,http://www.k2carsni.co.uk/,https://lh3.googleusercontent.com/p/AF1QipOv4WvM40w9iKcxJ_d-t_oGr9WccAirixaFWCZu=w1600,,,,
Used Cars Northern Ireland,used car dealer,"I always use Shelbourne when I hire a car at home. They are absolutely brilliant, quality cars friendly staff","330 Tandragee Rd, Portadown, Craigavon BT62 3RB",Northern Ireland,+44 28 3855 0469,,http://www.shelbournemotors.com/?ito=LBC208923,,,,,
Three Bridge Car Sales,used car dealer,"Three Bridge Car Sales is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","Unit 17, Springrowth Ind Est, Springtown Rd, Londonderry BT48 0LY",Northern Ireland,+44 28 7136 4203,,http://www.3bridgecarsales.co.uk/,https://lh3.googleusercontent.com/p/AF1QipPlMqllke_WDvsbmmlFm3pn5ul8Cc8SGdvDedja=w1600,,,,
Armagh car and van sales,used car dealer,"Just bought our second car from Jason, he went above and beyond to help us find what we needed and get the car ready I would highly recommend him to anyone looking to buy","4a Glenanne Rd, newry road, Loughgilly, main, Armagh BT60 2DA",Northern Ireland,+44 7562 353740,,http://www.armaghcarandvansales.com/,https://lh3.googleusercontent.com/p/AF1QipPlYWlP00HctIeJWtxcLs7uJtTGFxpsEHBPPUNt=w1600,,,,
Coleraine Trade Sales,used car dealer,"Coleraine Trade Sales is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","116 Bushmills Rd, Coleraine BT52 2BS",Northern Ireland,+44 28 7035 7949,,https://www.colerainetradesales.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9U79Yjnr-eP76S3SW8Onh5dhJGKrEp3zi-_V6UP-Edy80R8Q90ZbU43ZgSXg_AZvqpZ0-QMIHgJ2xXSRB4tT1AOP9mldtzAIWskUvukB9bqwortfofht_2xsaHqYGNE3SI5Mg=w1600,,,,
NI Used Cars - Used Cars Belfast,used car dealer,"NI Used Cars - Used Cars Belfast is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.","331 Tandragee Rd, Portadown, Craigavon BT62 3RB",Northern Ireland,+44 28 3855 0464,,https://www.shelbournemotors.com/,https://lh3.googleusercontent.com/p/AF1QipN-u9mpvJBnV-UknhvudcmQWxaiEjcKYUTb0NwO=w1600,,,,
MH Motors Ltd,used car dealer,"MH Motors Ltd is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.","670 Antrim Rd, Newtownabbey BT36 4RG",Northern Ireland,+44 28 9083 6946,,http://www.mhmotorsltd.com/,https://lh3.googleusercontent.com/p/AF1QipPnSTsjoYRjf2kLVkulT0xGabx1bFihzcWAxCF_=w1600,,,,
"Roadside Motors Citroën, SEAT, Suzuki Lurgan",used car dealer,"Roadside Motors Citroën, SEAT, Suzuki Lurgan is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  In-store shopping ·  In-store pick-up ","71 Belfast Rd, Lurgan, Craigavon BT66 7JP",Northern Ireland,+44 28 3832 3232,,http://www.roadsidemotors.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRmQAnZwYND6f0if3WiC-XLtBQ-cXXnD32F_ehk-UyeDcNn6awH0HSlZfxhE_OoEbFUVgtTvNNXYDECjXnBl4O3Q4zwKESkZOIoaa0IM4_gPVs7Ee15ETiRDXHLYYhLBCmhjr_=w1600,,,,
Mark Ross Motors limited,used car dealer,"Excellent customer service, very helpful with getting me the right car, Darrell was brilliant. Great variety of cars to choose from. Would highly recommend. Thanks to all the team at Mark ross motors.","82 Carryduff Rd, Lisburn BT27 6UA",Northern Ireland,+44 28 9263 8040,,https://www.markrossmotors.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNC7sv8LKdfC_uNhP6rk6CooIo2tJaJPldsp7IrMnxU0li-dY96wTq9G0lqk26-vsuZ0NbcBaTYN8GmUAdqdnuoQn6YPvmTQDy3rmNoiQO0_qp4V20sBOdHNHVnCqqMlBPx1wN=w1600,,,,
Joseph Hughes Car Sales limited,used car dealer,"Joseph Hughes Car Sales limited is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  Delivery ","138 Stewartstown Park, Belfast BT11 9GN",Northern Ireland,+44 7549 142025,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnKp2JslerrkHD45UjkV5ZcN-ErgF7CdaS2MKYJ-WWybWKPN57R0kw4KxqNgpxtDZWEzRDmiO0-2H23g3yTbTLzC79YIv92GEkwRWeMKlD85P6hjaNcS1OCHkqLmvBQVaz7vA=w1600,,,,
Empire Autos NI,used car dealer,Recently purchased our new Audi Q5. Stunning car which was so we'll presented and the attention to detail was superb! …,"21 Brankinstown Rd, Aghalee, Craigavon BT67 0DF",Northern Ireland,+44 7368 951139,,https://empireautosni.com/,https://lh3.googleusercontent.com/p/AF1QipMhhqh8lq13StqEnlCXxrXr_AxNMwkmtvlA8Ctu=w1600,,,,
Edwin Long Car Sales,used car dealer,"Edwin Long Car Sales is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  In-store shopping ·  Delivery ","9-11 Portaferry Rd, Newtownards BT23 8NN",Northern Ireland,+44 28 9181 3617,,http://www.edwinlongcars.com/,https://lh3.googleusercontent.com/p/AF1QipPFeWxsDINd-AmqbMdAqhrJO-g7pbz7BPSxSTMX=w1600,,,,
Mervyn Stewart Used Select,used car dealer,"Mervyn Stewart Used Select is a trusted used car dealer in Northern Ireland, offering a wide selection of quality pre-owned vehicles. We provide reliable cars with competitive pricing and excellent customer service to help you find the perfect vehicle.  In-store shopping ","22 Boucher Cres, Belfast BT12 6HU",Northern Ireland,+44 28 9068 4300,,https://www.mervynstewart.com/select-used-cars/,https://lh3.googleusercontent.com/p/AF1QipP2OmVwf5yiacHVHaBuTPm9-SyDHhMBuNN4kpXT=w1600,,,,
PMA Cars,used car dealer,PMA Cars were excellent when we bought our Audi. John especially was very helpful and made the whole process so smooth. We will definitely be back to buy any future cars here.,"52A Belfast Rd, Newry BT34 1TR",Northern Ireland,+44 7752 058273,,http://www.pmacars.com/,https://lh3.googleusercontent.com/p/AF1QipO98sOnzBgJim0RPRWjTJbaMkcd3pydipHBhZTa=w1600,,,,
